categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;Denuncia;20/08/2021;19:54:25;10;VELEZ SARSFIELD;JUSTO, JUAN B. AV.;7533;-34.6298192599253;-58.4954755907074;GCS Web;Masculino;Cerrado;27/08/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;20/08/2021;22:48:20;12;VILLA URQUIZA;CONGRESO AV.;5702;-34.5734591682982;-58.4970446191228;GCS Web;Femenino;Cerrado;01/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO SIN VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;20/08/2021;20:40:26;6;CABALLITO;AVELLANEDA;999;-34.6168148969324;-58.4445093333534;App BA 147;Femenino;Cerrado;31/08/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;20/08/2021;10:07:03;3;SAN CRISTOBAL;COMBATE DE LOS POZOS;1185;-34.6225064519776;-58.3930352201107;Mail 147;Femenino;Cerrado;27/08/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO SIN VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;20/08/2021;20:54:48;6;CABALLITO;AVELLANEDA;1007;-34.6169283336296;-58.4447879849617;App BA 147;Femenino;Cerrado;31/08/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;INTOXICACIÓN/ENFERMEDADES POR ALIMENTOS O BEBIDAS EN MAL ESTADO;Denuncia;20/08/2021;22:53:15;9;LINIERS;RESERVISTAS ARGENTINOS;219;-34.6365586829195;-58.5214031597049;Operador GCBA;Femenino;Cerrado;01/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO SIN VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;20/08/2021;19:06:41;5;ALMAGRO;LAVALLE;3946;-34.5986148193122;-58.4211138429855;App BA 147;Masculino;Cerrado;24/08/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;21/08/2021;22:10:42;14;PALERMO;CABRERA, JOSE A.;6099;-34.581851094661;-58.443273927891;GCS Web;Femenino;Cerrado;31/08/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;21/08/2021;05:07:22;14;PALERMO;MANSILLA, LUCIO NORBERTO, GENERAL;3802;-34.5897234489501;-58.4167728124104;App BA 147;Masculino;Cerrado;27/08/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;Denuncia;21/08/2021;00:22:33;9;PARQUE AVELLANEDA;ACOSTA, MARIANO AV.;707;-34.6393468245886;-58.4756108325298;App BA 147;Masculino;Cerrado;27/08/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;Denuncia;22/08/2021;11:15:28;8;VILLA RIACHUELO;DE LA TORRE, LISANDRO;5405;-34.6904430330284;-58.4651800201036;App BA 147;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;23/08/2021;17:43:07;14;PALERMO;MIGUELETES;654;-34.567394914167;-58.4325702126352;GCS Web;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;23/08/2021;12:35:35;10;MONTE CASTRO;SEGUROLA AV.;1789;-34.6198080857846;-58.5000680285924;App BA 147;Masculino;Cerrado;27/08/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;Denuncia;23/08/2021;16:04:37;13;BELGRANO;CABILDO AV.;1612;-34.566009617189;-58.4527255130652;GCS Web;Masculino;Cerrado;31/08/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;23/08/2021;21:42:07;3;BALVANERA;JAURES, JEAN;390;-34.6056046766148;-58.4095787618209;App BA 147;Masculino;Cerrado;31/08/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;23/08/2021;16:10:39;3;BALVANERA;YRIGOYEN, HIPOLITO;2792;-34.611277982928;-58.405508743932;App BA 147;Femenino;Cerrado;31/08/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;23/08/2021;14:14:07;4;BARRACAS;CASEROS AV.;500;-34.6268558341299;-58.3724336960161;App BA 147;Femenino;Cerrado;25/08/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;Denuncia;24/08/2021;14:59:07;7;PARQUE CHACABUCO;ESTRADA;750;-34.631894714343;-58.4356239860498;GCS Web;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;Denuncia;24/08/2021;14:43:10;7;PARQUE CHACABUCO;ESTRADA;750;-34.631894714343;-58.4356239860498;GCS Web;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;24/08/2021;00:18:20;4;BOCA;OLAVARRIA;371;-34.635903720615;-58.3579248415705;GCS Web;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;Denuncia;24/08/2021;10:47:47;13;BELGRANO;CABILDO AV.;1612;-34.566009617189;-58.4527255130652;Operador GCBA;Masculino;Cerrado;31/08/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;Denuncia;24/08/2021;23:58:59;7;FLORES;ARTIGAS, JOSE GERVASIO, GRAL.;396;-34.6258390652256;-58.4656523946333;GCS Web;Femenino;Cerrado;01/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;25/08/2021;09:00:54;15;VILLA CRESPO;ACEVEDO;794;-34.5952903726111;-58.436383475001;GCS Web;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;Denuncia;25/08/2021;17:47:04;3;SAN CRISTOBAL;ORURO;1125;-34.6241739622182;-58.4111844661697;App BA 147;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;25/08/2021;21:35:55;2;RECOLETA;LARREA;1514;-34.5892088387871;-58.3982485606009;GCS Web;Masculino;Cerrado;02/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;25/08/2021;21:52:10;2;RECOLETA;QUINTANA, MANUEL, PRES. AV.;595;-34.5877197827407;-58.3906439341129;GCS Web;Masculino;Cerrado;02/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;25/08/2021;16:06:33;7;FLORES;BONIFACIO, JOSE;2011;-34.6308040855417;-58.456242640501;App BA 147;Masculino;Cerrado;02/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;Denuncia;25/08/2021;01:57:25;12;VILLA URQUIZA;TRIUNVIRATO AV.;4282;-34.5777521520225;-58.4812147459625;App BA 147;Femenino;Cerrado;02/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;Denuncia;25/08/2021;03:37:37;14;PALERMO;BORGES, JORGE LUIS;2433;-34.5825535358562;-58.4215261935295;Operador GCBA;Femenino;Cerrado;31/08/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;26/08/2021;00:31:51;4;BOCA;BROWN, ALTE. AV.;801;-34.6321820035656;-58.3608418164189;App BA 147;Masculino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;27/08/2021;16:55:01;15;AGRONOMIA;ASUNCION;2337;-34.5881407504318;-58.4906112306045;GCS Web;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO SIN VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;27/08/2021;16:34:32;14;PALERMO;DORREGO;1989;-34.5793796532864;-58.4407570539785;GCS Web;Masculino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;Denuncia;27/08/2021;08:47:04;11;VILLA DEVOTO;GUTIERREZ, RICARDO;4220;-34.6030546746026;-58.5126700186442;App BA 147;Masculino;Cerrado;02/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;27/08/2021;12:00:24;3;SAN CRISTOBAL;COMBATE DE LOS POZOS;1197;-34.6226224897934;-58.3930164802132;App BA 147;Femenino;Cerrado;30/08/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;INTOXICACIÓN/ENFERMEDADES POR ALIMENTOS O BEBIDAS EN MAL ESTADO;Denuncia;28/08/2021;11:14:09;14;PALERMO;COSTA RICA;5865;-34.5805721043025;-58.4372654694915;GCS Web;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;29/08/2021;11:35:55;3;SAN CRISTOBAL;COCHABAMBA;2792;-34.6256171459999;-58.4040021976104;GCS Web;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;Denuncia;29/08/2021;16:27:47;11;VILLA DEL PARQUE;SAN MARTIN AV.;4502;-34.5978815816524;-58.4834442658439;App BA 147;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;30/08/2021;23:17:22;10;VILLA LURO;CASTRO, EMILIO AV.;5201;-34.6439327711935;-58.4984131149489;GCS Web;Masculino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;30/08/2021;19:47:09;3;BALVANERA;PASCO;779;-34.6182296229912;-58.3975897906063;GCS Web;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;30/08/2021;18:49:42;12;VILLA PUEYRREDON;GRIVEO;3076;-34.5860061821473;-58.5060049244173;App BA 147;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;30/08/2021;16:28:50;15;VILLA CRESPO;AGUIRRE;1137;-34.5917839191046;-58.4410796766249;App BA 147;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;Denuncia;31/08/2021;11:31:48;13;BELGRANO;JURAMENTO AV.;2527;-34.5628475614415;-58.4581472099652;Operador GCBA;Masculino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;31/08/2021;09:19:47;14;PALERMO;BULNES;2774;-34.5801176118668;-58.4057877180085;GCS Web;Masculino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;31/08/2021;12:26:30;5;ALMAGRO;MITRE, BARTOLOME;4390;-34.6107311294453;-58.4286949238391;GCS Web;Masculino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;31/08/2021;12:26:22;5;ALMAGRO;MITRE, BARTOLOME;4390;-34.6107311294453;-58.4286949238391;GCS Web;Masculino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;Denuncia;31/08/2021;20:16:23;4;BARRACAS;REGIMIENTO DE PATRICIOS AV.;795;-34.6372384841039;-58.3697785298518;GCS Web;Masculino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;31/08/2021;02:22:24;3;BALVANERA;JAURES, JEAN;588;-34.6031228167347;-58.408583757258;App BA 147;Masculino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO SIN VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;31/08/2021;14:00:35;14;PALERMO;CAMPOS, LUIS M. AV.;1160;-34.5658312383679;-58.4399179346747;App BA 147;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;31/08/2021;12:26:51;9;MATADEROS;PAZ, GRAL. AV.;13000;-34.6647094747789;-58.5139261798165;App BA 147;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;Denuncia;31/08/2021;19:27:15;14;PALERMO;VEGA, NICETO, CNEL. AV.;6071;-34.5833463024981;-58.4440391218629;App BA 147;Masculino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;INTOXICACIÓN/ENFERMEDADES POR ALIMENTOS O BEBIDAS EN MAL ESTADO;Denuncia;01/09/2021;08:10:48;11;VILLA DEVOTO;;5084;-34.5872058055078;-58.511700666497;App BA 147;Masculino;Cerrado;07/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;01/09/2021;00:17:06;7;FLORES;;7618;-34.631625091258;-58.4725427559059;GCS Web;Femenino;Cerrado;13/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO SIN VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;01/09/2021;21:07:57;3;BALVANERA;;2275;-34.6072582595443;-58.3988842150104;GCS Web;Masculino;Cerrado;20/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO SIN VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;02/09/2021;13:42:01;1;CONSTITUCION;;1225;-34.6274648594186;-58.3832730679232;GCS Web;Masculino;Cerrado;16/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;02/09/2021;05:22:19;15;VILLA CRESPO;;354;-34.6000901357464;-58.4374354464585;App BA 147;Masculino;Cerrado;14/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;02/09/2021;12:53:38;6;CABALLITO;;482;-34.6246877276189;-58.4405955741793;GCS Web;Femenino;Cerrado;16/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;Denuncia;02/09/2021;23:17:41;9;LINIERS;;7085;-34.6531181104201;-58.5180724204761;GCS Web;Femenino;Cerrado;09/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO SIN VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;02/09/2021;17:45:18;2;RECOLETA;;2089;-34.5972043541093;-58.3973327758994;App BA 147;Masculino;Cerrado;15/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;02/09/2021;22:13:40;7;FLORES;;187;-34.6294692539631;-58.4566766732011;App BA 147;Masculino;Cerrado;13/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;03/09/2021;11:28:10;13;BELGRANO;;2711;-34.5627896411198;-58.4604746249431;GCS Web;Masculino;Cerrado;21/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;03/09/2021;10:34:39;11;VILLA DEVOTO;;2979;-34.6147948193663;-58.5239264195547;App BA 147;Masculino;Cerrado;10/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;04/09/2021;03:19:29;3;SAN CRISTOBAL;;809;-34.6190823909105;-58.4035495865265;App BA 147;Masculino;Cerrado;13/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;04/09/2021;13:01:33;11;VILLA DEVOTO;;3302;-34.5897102109602;-58.5076825560632;GCS Web;Masculino;Cerrado;14/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;04/09/2021;22:24:56;14;PALERMO;;2286;-34.5795779844428;-58.4311631885628;App BA 147;Masculino;Cerrado;16/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO SIN VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;04/09/2021;08:19:37;6;CABALLITO;;394;-34.6171110412449;-58.4445972791725;App BA 147;Masculino;Cerrado;15/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO SIN VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;04/09/2021;08:34:06;6;CABALLITO;;399;-34.6170333224251;-58.4445095871005;App BA 147;Masculino;Cerrado;15/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;INTOXICACIÓN/ENFERMEDADES POR ALIMENTOS O BEBIDAS EN MAL ESTADO;Denuncia;05/09/2021;16:51:02;4;BOCA;;235;-34.6287439168872;-58.3662043285284;App BA 147;Masculino;Cerrado;17/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO SIN VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;05/09/2021;17:28:02;1;CONSTITUCION;;1548;-34.6267580671551;-58.3786597801443;GCS Web;Masculino;Cerrado;20/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;Denuncia;06/09/2021;11:16:17;6;CABALLITO;;449;-34.613421279924;-58.4380343812366;App BA 147;Femenino;Cerrado;14/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;06/09/2021;12:14:27;3;SAN CRISTOBAL;;2107;-34.626656351431;-58.3946102175366;GCS Web;Femenino;Cerrado;10/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;INTOXICACIÓN/ENFERMEDADES POR ALIMENTOS O BEBIDAS EN MAL ESTADO;Denuncia;06/09/2021;13:48:44;1;PUERTO MADERO;;1714;-34.6190050177638;-58.3655806819055;GCS Web;Masculino;Cerrado;15/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;INTOXICACIÓN/ENFERMEDADES POR ALIMENTOS O BEBIDAS EN MAL ESTADO;Denuncia;06/09/2021;20:32:52;15;VILLA CRESPO;;354;-34.6000901357464;-58.4374354464585;App BA 147;Masculino;Cerrado;14/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;06/09/2021;12:22:35;14;PALERMO;;1728;-34.5884869379129;-58.4279983821063;GCS Web;Masculino;Cerrado;22/09/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;Denuncia;07/09/2021;11:44:53;5;ALMAGRO;;552;-34.6181594746894;-58.4195764739735;App BA 147;Masculino;Cerrado;14/09/2021;00:00:00
